tenure_months,monthly_charges,total_charges,contract,internet_service,online_security,tech_support,is_senior,has_partner,has_dependents,paperless_billing,payment_method,churn
58,56.78,3347.87,month-to-month,fiber,yes,no,1,1,0,yes,electronic_check,0
69,80.02,5598.44,two_year,fiber,no,yes,0,0,1,yes,electronic_check,0
22,91.32,2096.07,month-to-month,fiber,no,no,0,1,0,yes,electronic_check,1
14,77.7,1148.16,one_year,fiber,no,yes,1,0,0,yes,electronic_check,1
68,71.89,4991.33,one_year,dsl,no,no,0,1,0,no,electronic_check,0
45,70.22,3227.03,two_year,none,yes,no,0,1,0,no,electronic_check,0
20,68.87,1454.49,month-to-month,none,no,yes,0,0,0,yes,electronic_check,1
44,58.47,2627.24,month-to-month,fiber,yes,no,0,0,0,yes,bank_transfer,1
37,61.01,2314.05,month-to-month,none,yes,no,0,1,0,no,mailed_check,0
65,99.59,6563.87,one_year,fiber,yes,no,0,1,1,yes,credit_card,0
18,67.83,1267.74,month-to-month,none,yes,no,0,0,0,yes,electronic_check,0
71,54.28,3906.42,one_year,dsl,yes,no,1,1,0,yes,electronic_check,0
67,59.67,4052.7,month-to-month,dsl,no,yes,0,0,1,yes,credit_card,0
13,92.01,1309.7,month-to-month,none,no,no,1,0,1,no,credit_card,1
11,83.51,982.13,two_year,fiber,no,no,1,1,0,no,electronic_check,0
38,81.21,3157.82,one_year,fiber,yes,yes,0,1,1,yes,electronic_check,0
3,64.85,247.75,month-to-month,fiber,no,no,0,0,0,no,credit_card,0
21,81.47,1815.84,one_year,fiber,yes,no,0,0,1,yes,credit_card,0
31,57.13,1818.23,month-to-month,fiber,yes,yes,0,0,1,yes,credit_card,1
69,64.81,4543.99,one_year,fiber,yes,yes,1,0,0,yes,electronic_check,0
71,89.4,6454.15,month-to-month,fiber,yes,yes,0,1,0,no,electronic_check,1
10,87.49,959.83,month-to-month,dsl,no,no,0,0,0,no,electronic_check,0
64,50.36,3259.53,month-to-month,dsl,no,no,0,0,0,yes,mailed_check,1
6,52.89,355.8,month-to-month,fiber,yes,yes,0,1,0,yes,electronic_check,0
53,72.17,3909.59,one_year,fiber,no,no,0,0,1,yes,electronic_check,0
60,104.52,6349.37,month-to-month,fiber,yes,no,0,0,0,yes,credit_card,1
64,31.69,2062.33,month-to-month,fiber,yes,no,0,1,0,yes,electronic_check,0
16,75.57,1286.42,month-to-month,fiber,no,no,0,0,0,no,electronic_check,0
64,42.48,2764.4,month-to-month,dsl,no,no,0,0,0,no,mailed_check,0
8,57.31,521.2,one_year,fiber,no,yes,0,1,0,yes,credit_card,1
37,62.71,2371.27,month-to-month,dsl,yes,yes,0,1,1,yes,credit_card,1
33,61.59,2082.04,one_year,fiber,no,yes,0,1,0,yes,electronic_check,1
22,59.32,1372.84,two_year,dsl,yes,no,0,0,0,yes,mailed_check,0
1,70.14,131.45,month-to-month,fiber,yes,yes,0,1,0,no,credit_card,0
55,59.29,3287.63,one_year,fiber,yes,no,0,1,0,yes,bank_transfer,0
24,40.75,1024.04,month-to-month,none,yes,no,0,0,0,no,electronic_check,0
47,85.6,4091.06,month-to-month,fiber,yes,yes,1,0,0,yes,bank_transfer,0
29,85.06,2559.75,month-to-month,none,yes,yes,1,1,0,yes,mailed_check,0
26,86.86,2369.42,month-to-month,fiber,no,yes,0,0,0,no,mailed_check,1
63,39.19,2508.29,month-to-month,fiber,yes,no,0,1,0,yes,mailed_check,0
6,75.98,546.99,month-to-month,dsl,yes,yes,0,0,1,yes,electronic_check,0
53,83.52,4512.65,one_year,dsl,no,yes,0,0,1,yes,bank_transfer,0
53,49.38,2682.2,month-to-month,dsl,no,yes,0,1,0,yes,electronic_check,0
27,70.18,1950.13,two_year,dsl,yes,no,0,1,0,yes,electronic_check,0
18,67.67,1285.62,month-to-month,fiber,yes,yes,0,0,0,yes,mailed_check,1
0,106.84,121.22,one_year,fiber,yes,no,0,1,0,yes,bank_transfer,0
67,108.49,7373.19,month-to-month,fiber,no,no,0,1,0,yes,mailed_check,0
68,36.71,2541.45,month-to-month,dsl,yes,no,0,0,1,yes,credit_card,0
17,119.88,2147.48,month-to-month,fiber,yes,yes,0,1,0,no,credit_card,0
2,51.7,176.5,two_year,dsl,no,no,0,1,0,no,bank_transfer,0
8,89.61,844.52,two_year,fiber,no,yes,0,0,0,no,mailed_check,0
4,89.41,452.09,month-to-month,fiber,yes,no,0,1,0,yes,mailed_check,1
59,50.09,3010.94,one_year,dsl,yes,no,1,1,0,yes,electronic_check,0
64,79.87,5210.59,one_year,dsl,yes,yes,0,0,1,yes,mailed_check,0
11,67.85,798.09,month-to-month,none,yes,yes,0,0,0,no,mailed_check,0
53,81.09,4357.58,month-to-month,fiber,yes,no,0,1,1,yes,bank_transfer,0
12,74.61,988.68,one_year,fiber,no,no,0,1,1,no,bank_transfer,1
26,93.93,2541.26,one_year,dsl,no,yes,1,0,0,no,electronic_check,0
43,71.51,3143.2,month-to-month,dsl,no,no,0,1,0,yes,credit_card,0
51,66.64,3465.43,month-to-month,fiber,no,yes,1,1,0,yes,credit_card,0
62,91.92,5747.1,month-to-month,none,no,no,0,0,0,yes,electronic_check,0
3,81.61,323.33,two_year,dsl,yes,no,0,0,1,yes,credit_card,1
14,84.64,1256.85,month-to-month,dsl,no,yes,0,1,1,no,mailed_check,1
20,56.71,1201.32,month-to-month,none,yes,yes,0,1,0,yes,electronic_check,0
22,49.09,1138.84,month-to-month,fiber,yes,yes,0,0,1,no,bank_transfer,1
71,58.65,4229.56,one_year,dsl,yes,no,0,0,0,yes,electronic_check,0
55,57.58,3229.03,one_year,fiber,no,yes,0,0,1,no,bank_transfer,0
23,85.72,2031.61,month-to-month,fiber,no,yes,0,0,1,yes,credit_card,1
69,89.52,6276.97,month-to-month,none,no,no,0,0,1,yes,electronic_check,0
35,66.9,2416.82,one_year,dsl,no,yes,0,1,0,yes,electronic_check,0
36,98.62,3673.5,month-to-month,fiber,no,yes,1,0,0,yes,electronic_check,0
31,97.37,3157.09,month-to-month,dsl,yes,no,0,1,1,no,electronic_check,0
10,74.87,798.23,two_year,fiber,yes,no,0,1,0,yes,mailed_check,1
67,53.56,3637.92,month-to-month,none,no,no,0,1,0,yes,bank_transfer,0
1,101.51,187.95,month-to-month,none,no,yes,0,0,0,yes,credit_card,1
12,68.78,896.51,month-to-month,none,no,no,0,1,1,yes,mailed_check,0
16,72.52,1233.03,one_year,fiber,yes,no,0,0,1,yes,mailed_check,1
20,63.21,1324.45,one_year,dsl,no,yes,0,0,0,yes,electronic_check,0
9,52.2,532.73,month-to-month,dsl,yes,no,0,1,0,yes,mailed_check,0
1,40.63,72.31,one_year,fiber,no,yes,0,1,1,no,electronic_check,0
48,82.66,4033.13,two_year,fiber,no,yes,0,1,0,no,mailed_check,0
69,54.33,3791.97,one_year,dsl,no,no,0,0,0,yes,mailed_check,0
8,131.19,1171.26,month-to-month,fiber,yes,yes,0,1,0,no,bank_transfer,1
21,48.28,1050.3,month-to-month,fiber,no,no,0,0,0,yes,electronic_check,1
36,44.85,1659.01,two_year,none,yes,yes,0,1,0,yes,mailed_check,0
66,80.2,5370.75,month-to-month,fiber,yes,yes,0,0,0,yes,bank_transfer,0
49,100.59,5013.68,month-to-month,fiber,yes,yes,0,1,1,yes,bank_transfer,0
55,71.29,4004.7,month-to-month,fiber,yes,yes,0,1,0,yes,mailed_check,0
41,81.44,3419.51,one_year,none,yes,no,0,0,0,yes,credit_card,0
30,33.13,1034.07,month-to-month,fiber,no,no,0,1,0,yes,bank_transfer,0
14,56.45,844.55,month-to-month,dsl,yes,no,0,1,0,no,bank_transfer,0
62,48.53,3057.16,one_year,dsl,yes,yes,0,1,0,yes,bank_transfer,0
57,32.1,1858.19,month-to-month,none,yes,no,0,1,0,yes,bank_transfer,0
1,72.34,144.58,month-to-month,fiber,no,yes,0,0,0,yes,credit_card,1
51,25.14,1310.86,month-to-month,fiber,yes,yes,0,0,0,yes,electronic_check,1
6,43.56,301.34,month-to-month,fiber,no,yes,1,0,0,yes,mailed_check,0
53,59.26,3206.18,two_year,fiber,yes,yes,0,1,0,yes,credit_card,0
59,53.37,3193.52,month-to-month,fiber,no,yes,0,0,0,no,electronic_check,1
9,77.93,791.13,two_year,none,no,no,0,0,0,yes,electronic_check,0
31,76.11,2426.69,month-to-month,none,no,yes,1,1,0,yes,electronic_check,0
8,87.88,805.89,month-to-month,fiber,no,yes,0,1,0,yes,mailed_check,0
40,85.05,3488.09,month-to-month,dsl,no,yes,0,0,0,yes,bank_transfer,0
66,92.82,6247.17,month-to-month,dsl,yes,no,0,1,0,yes,mailed_check,0
5,69.96,403.61,month-to-month,fiber,yes,no,0,0,0,yes,electronic_check,0
28,76.07,2183.57,month-to-month,none,no,yes,0,1,1,yes,credit_card,0
70,80.23,5686.44,two_year,none,no,no,0,0,0,yes,electronic_check,0
21,72.83,1582.09,month-to-month,fiber,no,no,0,0,1,no,credit_card,0
9,62.06,603.44,two_year,dsl,yes,yes,0,1,0,yes,mailed_check,0
35,63.35,2288.48,month-to-month,fiber,yes,yes,0,0,0,yes,electronic_check,0
36,53.65,1985.01,month-to-month,none,no,no,0,0,0,yes,mailed_check,1
47,78.43,3757.12,month-to-month,fiber,no,yes,0,0,0,no,bank_transfer,0
22,68.12,1561.49,month-to-month,dsl,yes,yes,0,0,0,yes,credit_card,0
68,56.74,3908.28,month-to-month,fiber,yes,no,0,1,0,yes,mailed_check,0
37,56.76,2175.61,month-to-month,fiber,no,yes,1,0,1,no,credit_card,0
20,45.79,954.85,month-to-month,fiber,no,no,0,0,0,no,electronic_check,0
69,89.58,6246.91,one_year,none,no,no,0,1,1,yes,electronic_check,0
66,71.57,4806.58,month-to-month,none,yes,no,0,0,0,yes,mailed_check,0
35,52.74,1896.36,two_year,dsl,yes,no,0,0,0,yes,bank_transfer,0
1,86.17,207.48,month-to-month,dsl,yes,no,0,0,1,no,electronic_check,1
42,58.79,2521.78,month-to-month,fiber,no,yes,0,1,0,yes,electronic_check,1
39,41.87,1681.88,month-to-month,dsl,yes,no,1,1,0,yes,bank_transfer,0
10,90.42,1014.19,month-to-month,fiber,yes,yes,0,1,0,yes,electronic_check,0
45,59.26,2719.78,two_year,dsl,yes,yes,0,1,0,yes,bank_transfer,0
60,61.82,3761.83,one_year,dsl,yes,no,1,1,0,no,electronic_check,0
7,70.82,577.06,month-to-month,none,no,no,0,1,0,yes,mailed_check,1
52,92.85,4931.73,month-to-month,dsl,yes,no,0,1,1,yes,mailed_check,0
10,70.4,754.54,one_year,none,no,no,0,1,1,yes,credit_card,1
53,46.02,2474.69,month-to-month,dsl,no,yes,0,1,0,no,electronic_check,0
30,80.88,2466.25,month-to-month,dsl,yes,no,0,0,0,yes,electronic_check,0
0,60.3,67.48,month-to-month,dsl,no,yes,0,0,1,yes,electronic_check,0
69,107.76,7537.56,month-to-month,dsl,no,yes,0,1,0,no,credit_card,0
11,69.98,837.49,month-to-month,fiber,no,yes,0,0,1,yes,electronic_check,1
42,25.3,1079.34,month-to-month,none,no,no,0,0,0,yes,credit_card,0
13,77.15,1063.16,two_year,none,no,no,0,0,0,yes,mailed_check,0
67,108.89,7394.11,month-to-month,dsl,no,no,1,0,0,yes,bank_transfer,0
53,101.52,5468.43,two_year,dsl,no,no,0,1,0,yes,electronic_check,0
57,106.62,6186.47,one_year,dsl,yes,yes,0,0,0,yes,mailed_check,0
31,49.6,1592.99,month-to-month,fiber,no,yes,0,1,1,yes,credit_card,1
33,88.24,3040.21,month-to-month,dsl,no,yes,0,0,1,yes,electronic_check,0
45,55.56,2555.54,month-to-month,dsl,yes,yes,0,1,1,yes,bank_transfer,0
56,74.49,4262.55,one_year,none,no,no,0,0,1,yes,credit_card,0
60,44.54,2709.55,month-to-month,none,no,yes,0,0,0,yes,electronic_check,0
1,57.11,95.09,two_year,fiber,yes,no,0,0,0,no,credit_card,0
47,56.48,2707.06,month-to-month,dsl,no,yes,0,0,0,yes,electronic_check,1
7,87.97,675.65,month-to-month,fiber,no,yes,0,0,0,yes,electronic_check,0
20,86.01,1806.46,month-to-month,dsl,yes,no,0,1,1,yes,electronic_check,0
59,75.54,4520.61,month-to-month,fiber,yes,no,1,1,0,no,bank_transfer,1
18,42.99,800.01,one_year,fiber,no,yes,1,1,1,yes,electronic_check,0
57,63.77,3720.8,one_year,dsl,yes,no,0,0,0,yes,mailed_check,0
33,55.08,1866.8,month-to-month,none,no,no,0,1,0,yes,bank_transfer,1
16,87.39,1457.01,month-to-month,fiber,yes,yes,0,0,0,yes,electronic_check,0
24,93.56,2355.81,month-to-month,fiber,yes,no,0,1,0,no,electronic_check,1
38,91.13,3540.79,one_year,dsl,yes,no,1,1,0,yes,electronic_check,0
55,54.9,3086.37,month-to-month,fiber,yes,yes,1,0,0,yes,electronic_check,0
43,15.21,667.01,month-to-month,dsl,no,yes,0,1,0,yes,mailed_check,0
67,34.66,2353.13,one_year,fiber,yes,yes,0,0,0,yes,mailed_check,0
62,98.43,6207.88,month-to-month,dsl,yes,no,0,0,0,yes,credit_card,0
54,61.97,3415.7,month-to-month,fiber,no,no,1,1,1,yes,bank_transfer,0
43,54.99,2428.01,one_year,fiber,no,yes,1,1,0,no,credit_card,0
20,102.85,2158.0,one_year,fiber,yes,no,0,1,0,no,bank_transfer,0
29,95.3,2869.08,one_year,fiber,no,no,0,0,1,yes,credit_card,0
8,70.49,644.92,month-to-month,fiber,yes,yes,0,1,0,yes,electronic_check,0
26,64.13,1734.08,month-to-month,fiber,no,no,0,1,1,yes,electronic_check,1
66,67.36,4511.2,one_year,fiber,no,no,0,0,1,no,electronic_check,0
30,74.54,2289.19,month-to-month,fiber,no,no,1,1,0,yes,mailed_check,1
8,102.0,930.22,month-to-month,dsl,no,no,0,0,0,no,credit_card,1
46,78.45,3687.81,month-to-month,fiber,no,yes,0,1,1,yes,mailed_check,0
69,84.52,5909.41,month-to-month,dsl,yes,yes,0,0,0,yes,credit_card,0
62,93.39,5907.44,two_year,fiber,no,yes,0,1,0,yes,electronic_check,0
19,46.61,918.89,month-to-month,fiber,no,no,0,0,0,yes,mailed_check,1
32,85.1,2836.28,month-to-month,dsl,yes,yes,0,0,0,yes,bank_transfer,0
38,64.11,2500.0,two_year,fiber,no,no,0,0,0,yes,electronic_check,0
17,19.68,355.49,two_year,fiber,no,no,0,0,1,yes,bank_transfer,0
19,27.44,546.63,month-to-month,fiber,no,yes,1,1,0,yes,bank_transfer,1
17,49.64,876.97,two_year,none,yes,no,0,0,0,no,electronic_check,0
71,80.62,5802.39,month-to-month,dsl,no,yes,1,0,0,yes,mailed_check,1
53,72.28,3907.96,one_year,dsl,yes,yes,0,1,0,yes,bank_transfer,0
60,73.69,4505.06,month-to-month,dsl,no,no,0,0,1,no,bank_transfer,0
58,109.02,6427.86,month-to-month,fiber,yes,yes,0,1,1,yes,mailed_check,0
69,44.62,3103.83,month-to-month,dsl,no,yes,0,0,0,yes,bank_transfer,1
7,69.45,534.19,one_year,none,yes,no,0,1,0,yes,electronic_check,0
63,76.09,4900.99,month-to-month,dsl,no,no,1,0,1,yes,electronic_check,0
4,55.27,264.27,month-to-month,fiber,yes,no,0,0,0,no,electronic_check,0
34,70.57,2490.09,one_year,fiber,no,yes,0,1,0,yes,mailed_check,1
42,38.0,1626.9,month-to-month,dsl,no,yes,0,0,0,yes,electronic_check,0
25,98.2,2549.62,two_year,fiber,yes,yes,0,0,0,yes,mailed_check,0
10,56.37,627.12,month-to-month,fiber,no,yes,1,0,1,yes,credit_card,1
13,110.63,1530.67,month-to-month,fiber,no,no,0,0,1,yes,credit_card,1
59,69.35,4183.08,month-to-month,fiber,no,yes,0,1,0,no,electronic_check,0
22,90.56,2084.25,month-to-month,fiber,yes,no,0,0,0,yes,bank_transfer,0
22,68.93,1591.74,month-to-month,fiber,yes,yes,0,1,1,yes,credit_card,1
66,69.39,4645.42,month-to-month,fiber,yes,no,0,0,1,yes,mailed_check,0
10,58.32,649.2,one_year,fiber,no,yes,0,1,1,yes,electronic_check,0
65,72.38,4799.93,month-to-month,fiber,no,yes,0,0,1,yes,electronic_check,0
66,76.36,5114.12,month-to-month,dsl,no,yes,0,0,0,yes,electronic_check,0
43,54.31,2408.43,one_year,fiber,no,no,0,1,0,yes,credit_card,1
11,67.5,801.74,month-to-month,dsl,yes,no,1,1,0,yes,electronic_check,1
11,57.8,702.43,one_year,none,no,no,0,1,0,yes,electronic_check,0
20,115.99,2447.14,two_year,dsl,no,yes,0,0,0,yes,bank_transfer,1
41,68.21,2850.24,month-to-month,fiber,no,no,0,1,1,yes,credit_card,1
11,100.9,1215.11,month-to-month,dsl,no,no,0,1,1,yes,electronic_check,0
32,66.09,2181.07,two_year,dsl,yes,no,0,1,0,no,bank_transfer,0
8,75.19,663.88,month-to-month,dsl,no,no,0,0,0,yes,mailed_check,0
38,43.57,1702.35,two_year,fiber,no,no,1,0,0,no,electronic_check,0
1,61.06,123.91,month-to-month,dsl,no,no,0,1,0,yes,mailed_check,0
51,74.21,3857.84,month-to-month,dsl,yes,no,0,0,1,yes,bank_transfer,1
3,101.72,405.48,month-to-month,dsl,no,no,0,1,1,yes,electronic_check,0
14,74.44,1115.26,month-to-month,fiber,yes,yes,0,0,1,yes,electronic_check,1
12,97.67,1262.53,two_year,none,no,yes,0,1,0,yes,credit_card,0
59,82.81,4970.92,month-to-month,fiber,no,yes,0,0,0,yes,credit_card,1
3,102.55,396.99,two_year,fiber,yes,yes,0,1,1,no,mailed_check,0
30,68.82,2169.99,one_year,fiber,yes,yes,0,1,0,yes,electronic_check,0
42,117.8,5032.2,two_year,fiber,yes,no,0,0,0,yes,electronic_check,1
37,60.29,2283.97,two_year,none,yes,no,0,0,0,yes,electronic_check,1
49,54.67,2727.97,month-to-month,dsl,yes,no,0,0,0,no,electronic_check,0
57,45.8,2675.09,two_year,none,yes,no,0,1,0,yes,bank_transfer,0
28,116.62,3351.19,one_year,fiber,yes,yes,0,1,0,yes,electronic_check,0
59,86.39,5190.76,month-to-month,fiber,no,yes,0,1,1,yes,electronic_check,0
22,63.32,1459.51,one_year,none,no,no,0,0,0,yes,bank_transfer,0
70,94.98,6749.92,month-to-month,fiber,yes,no,0,1,0,yes,electronic_check,0
36,83.75,3119.46,month-to-month,none,yes,no,0,0,0,no,electronic_check,0
52,109.32,5820.54,month-to-month,none,no,no,0,1,1,yes,mailed_check,0
63,39.04,2495.04,month-to-month,dsl,yes,yes,0,1,0,yes,electronic_check,0
57,64.69,3754.53,month-to-month,fiber,yes,no,0,1,0,yes,bank_transfer,1
61,60.75,3743.85,month-to-month,fiber,no,no,0,1,0,yes,electronic_check,0
38,30.53,1191.28,one_year,dsl,no,no,0,0,0,no,electronic_check,0
3,91.21,350.36,one_year,fiber,yes,no,1,0,0,yes,mailed_check,1
35,64.59,2322.83,two_year,dsl,no,yes,0,0,1,no,bank_transfer,0
13,84.79,1158.48,two_year,dsl,yes,yes,0,0,0,no,electronic_check,1
64,117.2,7627.49,two_year,fiber,yes,yes,1,0,0,yes,credit_card,0
17,62.94,1111.56,one_year,fiber,yes,no,0,1,0,no,credit_card,0
16,61.58,1048.69,month-to-month,fiber,no,no,0,1,0,no,mailed_check,0
17,72.37,1284.91,two_year,fiber,no,no,0,1,0,no,electronic_check,1
46,89.74,4202.53,month-to-month,dsl,no,no,0,0,0,yes,electronic_check,1
41,58.67,2477.69,month-to-month,fiber,no,yes,1,0,0,yes,credit_card,0
68,57.38,3965.97,month-to-month,dsl,no,no,1,0,0,yes,electronic_check,0
29,91.14,2755.15,month-to-month,dsl,yes,yes,0,0,0,no,electronic_check,0
20,77.57,1653.17,one_year,dsl,no,no,0,1,0,yes,electronic_check,0
3,29.11,111.94,month-to-month,fiber,yes,yes,0,1,1,yes,electronic_check,1
0,45.49,59.13,one_year,dsl,no,no,0,0,0,no,electronic_check,1
26,100.02,2671.22,month-to-month,dsl,no,no,0,1,1,no,electronic_check,0
66,78.04,5240.33,month-to-month,fiber,no,yes,0,1,0,no,bank_transfer,0
37,54.76,2075.48,month-to-month,dsl,yes,no,1,0,0,no,electronic_check,0
64,66.59,4315.96,month-to-month,none,no,no,1,0,0,yes,bank_transfer,0
7,70.26,570.71,one_year,fiber,yes,yes,0,0,0,yes,mailed_check,0
6,84.71,608.98,month-to-month,dsl,yes,yes,0,1,0,yes,electronic_check,1
60,42.83,2620.47,month-to-month,none,no,no,1,1,0,no,credit_card,0
7,53.18,427.73,month-to-month,fiber,yes,yes,0,1,1,yes,bank_transfer,0
3,75.46,303.83,one_year,fiber,yes,yes,0,0,0,no,mailed_check,0
29,68.0,2047.17,two_year,fiber,no,no,0,0,0,yes,electronic_check,0
66,81.44,5461.43,one_year,fiber,yes,no,0,0,1,yes,bank_transfer,0
49,45.41,2275.42,month-to-month,fiber,yes,yes,0,0,0,yes,bank_transfer,0
7,77.14,620.27,two_year,fiber,no,no,0,1,1,no,credit_card,1
60,91.83,5617.11,month-to-month,fiber,yes,no,1,0,1,yes,bank_transfer,0
60,79.74,4838.19,month-to-month,dsl,yes,no,0,0,0,yes,mailed_check,0
57,72.78,4219.33,month-to-month,fiber,no,no,0,1,0,yes,credit_card,0
64,68.08,4406.36,month-to-month,dsl,yes,yes,0,0,1,yes,electronic_check,0
17,53.3,962.35,month-to-month,fiber,no,yes,0,1,1,yes,mailed_check,1
70,68.56,4890.27,month-to-month,fiber,no,no,0,1,1,yes,bank_transfer,0
23,95.19,2275.53,month-to-month,none,no,no,0,1,0,yes,electronic_check,1
57,67.62,3923.68,month-to-month,dsl,yes,no,1,1,0,no,electronic_check,0
41,52.2,2200.3,month-to-month,fiber,yes,no,0,1,0,no,electronic_check,0
56,60.16,3404.24,month-to-month,dsl,no,yes,1,1,0,no,electronic_check,0
45,74.02,3397.19,two_year,fiber,yes,no,1,1,0,yes,credit_card,0
46,62.53,2943.47,one_year,fiber,no,yes,0,1,1,yes,bank_transfer,0
44,79.71,3540.77,month-to-month,fiber,no,no,1,0,0,yes,bank_transfer,0
56,80.46,4570.5,month-to-month,fiber,no,no,1,0,1,no,credit_card,0
53,87.78,4759.45,month-to-month,fiber,yes,no,0,0,0,yes,electronic_check,0
9,98.47,1004.45,month-to-month,dsl,no,no,0,1,1,yes,bank_transfer,0
59,89.92,5401.93,month-to-month,fiber,no,no,0,0,0,no,electronic_check,0
38,51.32,2010.53,month-to-month,fiber,yes,yes,0,1,1,no,bank_transfer,0
23,51.93,1248.55,two_year,dsl,no,yes,0,1,0,yes,bank_transfer,0
37,68.48,2609.85,one_year,fiber,yes,yes,0,0,0,yes,credit_card,0
69,60.98,4264.75,one_year,fiber,no,yes,0,0,1,no,bank_transfer,0
61,47.23,2929.35,month-to-month,dsl,yes,yes,0,1,0,yes,electronic_check,0
60,61.17,3723.63,one_year,dsl,yes,yes,0,1,0,yes,bank_transfer,0
33,60.51,2072.63,one_year,fiber,no,no,0,1,0,yes,electronic_check,0
56,56.56,3241.13,two_year,fiber,yes,yes,0,0,1,yes,mailed_check,0
27,63.68,1800.61,one_year,fiber,yes,no,0,1,1,no,electronic_check,1
49,93.57,4670.86,one_year,fiber,yes,no,0,1,0,yes,mailed_check,0
46,73.98,3462.95,one_year,dsl,no,yes,0,1,0,yes,bank_transfer,0
17,119.44,2180.42,month-to-month,dsl,yes,yes,1,1,0,yes,electronic_check,0
19,73.41,1476.19,month-to-month,dsl,no,yes,1,0,0,yes,electronic_check,1
4,64.2,325.22,month-to-month,dsl,no,yes,1,1,0,yes,electronic_check,1
10,70.08,762.0,month-to-month,dsl,no,no,0,0,0,yes,electronic_check,1
31,75.13,2410.56,month-to-month,dsl,yes,no,0,0,0,yes,electronic_check,0
34,78.71,2737.77,month-to-month,fiber,yes,yes,0,1,1,no,bank_transfer,0
11,111.53,1352.5,month-to-month,fiber,no,yes,0,0,1,yes,bank_transfer,1
30,53.09,1660.43,month-to-month,dsl,no,yes,0,1,0,no,mailed_check,0
43,87.18,3864.36,two_year,fiber,no,yes,0,1,0,yes,electronic_check,1
16,74.16,1271.23,month-to-month,dsl,no,no,0,0,0,no,mailed_check,1
24,38.58,953.84,month-to-month,fiber,no,no,0,1,0,yes,credit_card,1
26,85.41,2309.44,month-to-month,none,no,no,0,1,0,yes,electronic_check,0
36,95.35,3568.75,month-to-month,fiber,no,no,1,1,0,yes,mailed_check,0
26,52.86,1418.04,one_year,dsl,no,no,0,0,0,yes,mailed_check,1
53,69.82,3769.45,one_year,fiber,yes,yes,0,0,1,no,electronic_check,0
23,35.49,861.79,month-to-month,fiber,yes,no,0,0,0,yes,electronic_check,0
31,44.82,1439.77,month-to-month,dsl,no,no,0,1,1,yes,bank_transfer,0
27,90.96,2592.0,month-to-month,none,no,yes,1,1,0,yes,electronic_check,0
13,60.67,840.49,one_year,fiber,no,no,0,0,0,yes,mailed_check,1
49,47.82,2381.53,two_year,dsl,no,no,0,0,0,no,electronic_check,0
16,74.59,1286.29,two_year,fiber,no,yes,0,1,1,yes,electronic_check,1
21,59.55,1295.86,month-to-month,fiber,no,no,0,1,0,yes,mailed_check,0
57,60.58,3511.26,one_year,fiber,yes,yes,0,0,0,yes,electronic_check,0
68,84.79,5849.4,one_year,none,yes,yes,0,0,1,yes,electronic_check,0
48,46.77,2301.42,two_year,none,no,yes,0,0,0,yes,mailed_check,0
65,51.89,3431.11,month-to-month,dsl,no,no,0,1,0,yes,bank_transfer,0
61,73.08,4537.64,month-to-month,dsl,no,no,0,1,0,no,credit_card,0
34,89.39,3121.46,month-to-month,dsl,yes,no,0,1,1,no,credit_card,0
55,94.76,5329.59,month-to-month,fiber,yes,no,0,0,0,yes,mailed_check,1
23,56.7,1406.45,one_year,fiber,no,yes,0,0,0,yes,electronic_check,0
33,88.75,3029.77,month-to-month,dsl,yes,no,0,0,1,no,electronic_check,0
38,54.32,2119.56,month-to-month,none,no,yes,0,0,0,yes,electronic_check,0
69,106.52,7428.75,two_year,dsl,yes,no,1,0,0,yes,electronic_check,0
61,47.32,2927.81,month-to-month,fiber,no,no,0,1,0,yes,electronic_check,0
35,96.57,3472.39,two_year,none,no,yes,1,0,0,yes,bank_transfer,0
46,56.87,2666.81,one_year,dsl,yes,no,0,1,0,yes,mailed_check,0
14,110.26,1653.55,two_year,dsl,yes,yes,0,0,0,no,electronic_check,0
57,81.83,4775.24,one_year,dsl,no,no,0,0,0,yes,mailed_check,0
39,49.68,1999.59,month-to-month,none,yes,no,0,0,0,yes,credit_card,0
38,59.56,2320.95,month-to-month,fiber,yes,no,0,0,0,yes,electronic_check,1
55,85.62,4774.03,two_year,none,no,no,0,1,0,no,electronic_check,0
45,91.05,4212.65,month-to-month,fiber,no,yes,1,1,1,yes,mailed_check,1
5,68.59,410.87,month-to-month,fiber,no,no,1,1,0,yes,electronic_check,0
20,70.89,1464.21,month-to-month,none,yes,no,0,1,1,yes,electronic_check,0
12,85.17,1119.35,month-to-month,fiber,yes,no,0,0,1,no,mailed_check,0
